,Unnamed: 0,Name,Age,Overall,Potential,Club,Value,Wage,Acceleration,Aggression,Ball control,Dribbling,Finishing,Shot power,Strength,Sprint speed,Stamina,Preferred Positions,Thou/Mill,Value Int,Wage Int,Preferred Position,age group,class group
6587,6587,L. Palmer,25,69,72,Sheffield Wednesday,€1.1M,€26K,74.0,69.0,69.0,68.0,54.0,64.0,71.0,78.0,75.0,RB ,Mill,1000000.0,26000.0,RB,24-30,Semi-Pro
6479,6479,M. Barbieri,26,69,70,Belgrano de Córdoba,€1.2M,€9K,77.0,45.0,65.0,71.0,62.0,63.0,33.0,76.0,71.0,LM RM ,Mill,1000000.0,9000.0,LM,24-30,Semi-Pro
6465,6465,L. Mendoza,27,69,69,Club Tijuana,€1.1M,€13K,78.0,66.0,70.0,73.0,58.0,66.0,69.0,78.0,71.0,ST CM RM ,Mill,1000000.0,13000.0,ST,24-30,Semi-Pro
6466,6466,W. Kanon,23,69,73,ADO Den Haag,€1.2M,€6K,65.0,67.0,65.0,61.0,25.0,65.0,81.0,63.0,68.0,LB CB ,Mill,1000000.0,6000.0,LB,18-24,Semi-Pro
6467,6467,J. Da Costa,26,69,71,RC Strasbourg,€1.3M,€15K,71.0,33.0,66.0,68.0,72.0,65.0,68.0,67.0,65.0,ST ,Mill,1000000.0,15000.0,ST,24-30,Semi-Pro
6468,6468,A. Barberis,23,69,74,Crotone,€1.4M,€7K,69.0,78.0,71.0,62.0,32.0,61.0,52.0,68.0,79.0,CM ,Mill,1000000.0,7000.0,CM,18-24,Semi-Pro
6470,6470,J. Dompé Diarra,21,69,77,Amiens SC Football,€1.6M,€8K,83.0,57.0,71.0,76.0,60.0,80.0,54.0,76.0,56.0,LM RM ,Mill,1000000.0,8000.0,LM,18-24,Semi-Pro
6471,6471,V. Salazar,24,69,75,San Lorenzo de Almagro,€1.2M,€10K,91.0,71.0,61.0,70.0,46.0,53.0,57.0,90.0,83.0,RB ,Mill,1000000.0,10000.0,RB,18-24,Semi-Pro
6472,6472,A. Diomande,27,69,70,Hull City,€1.2M,€8K,81.0,69.0,67.0,65.0,68.0,72.0,84.0,76.0,70.0,LM ST ,Mill,1000000.0,8000.0,LM,24-30,Semi-Pro
6474,6474,D. Watmore,23,69,74,Sunderland,€1.4M,€6K,82.0,46.0,67.0,74.0,69.0,66.0,61.0,79.0,67.0,ST LM RM ,Mill,1000000.0,6000.0,ST,18-24,Semi-Pro
6475,6475,A. Ferrari,23,69,76,Hellas Verona,€1.2M,€21K,71.0,70.0,60.0,60.0,12.0,59.0,60.0,77.0,75.0,CB RB ,Mill,1000000.0,21000.0,CB,18-24,Semi-Pro
6477,6477,N. Rajsel,24,69,72,KV Oostende,€1.3M,€9K,70.0,46.0,70.0,72.0,67.0,71.0,62.0,73.0,67.0,RM LM ,Mill,1000000.0,9000.0,RM,18-24,Semi-Pro
6483,6483,L. Kübler,24,69,72,SC Freiburg,€1.1M,€11K,66.0,67.0,63.0,59.0,44.0,55.0,63.0,69.0,60.0,RB ,Mill,1000000.0,11000.0,RB,18-24,Semi-Pro
6463,6463,J. Güemez,25,69,73,Querétaro,€1.3M,€7K,69.0,86.0,71.0,64.0,61.0,70.0,86.0,66.0,80.0,CDM CM ,Mill,1000000.0,7000.0,CD,24-30,Semi-Pro
6484,6484,J. Pi,23,69,74,Stade Brestois 29,€1.2M,€13K,66.0,67.0,67.0,66.0,52.0,65.0,60.0,68.0,79.0,CM CDM ,Mill,1000000.0,13000.0,CM,18-24,Semi-Pro
6485,6485,J. Mendoza,24,69,72,Chacarita Juniors,€1.3M,€7K,83.0,65.0,68.0,73.0,60.0,69.0,42.0,80.0,70.0,ST CM RM LM ,Mill,1000000.0,7000.0,ST,18-24,Semi-Pro
6486,6486,R. Bentancur,20,69,83,Juventus,€2.3M,€37K,62.0,51.0,68.0,73.0,48.0,63.0,64.0,66.0,84.0,CM ,Mill,2000000.0,37000.0,CM,18-24,Semi-Pro
6488,6488,P. Bauer,24,69,76,Charlton Athletic,€1.3M,€7K,36.0,66.0,54.0,38.0,36.0,69.0,91.0,32.0,53.0,CB ,Mill,1000000.0,7000.0,CB,18-24,Semi-Pro
6489,6489,M. Delgado,22,69,75,Toronto FC,€1.4M,€5K,73.0,73.0,69.0,66.0,57.0,66.0,56.0,73.0,85.0,RM CDM CM ,Mill,1000000.0,5000.0,RM,18-24,Semi-Pro
6491,6491,F. Martin,27,69,69,FC Sochaux-Montbéliard,€1.1M,€6K,74.0,52.0,70.0,67.0,69.0,76.0,75.0,71.0,74.0,CM LM ,Mill,1000000.0,6000.0,CM,24-30,Semi-Pro
6494,6494,C. Quintero,28,69,69,Deportes Tolima,€1.1M,€1K,80.0,79.0,72.0,70.0,67.0,65.0,75.0,73.0,71.0,LM CM RM ,Mill,1000000.0,1000.0,LM,24-30,Semi-Pro
6496,6496,R. Depetris,27,69,69,Club Atlético Tigre,€1.1M,€9K,76.0,32.0,67.0,70.0,66.0,70.0,60.0,76.0,70.0,CAM ST LM RM ,Mill,1000000.0,9000.0,CA,24-30,Semi-Pro
6498,6498,F. Tardieu,25,69,75,FC Sochaux-Montbéliard,€1.2M,€6K,61.0,73.0,67.0,63.0,60.0,63.0,62.0,64.0,78.0,CM CDM ,Mill,1000000.0,6000.0,CM,24-30,Semi-Pro
6500,6500,R. Loaiza,23,69,77,Atletico Nacional Medellin,€1.5M,€3K,61.0,71.0,66.0,62.0,35.0,50.0,70.0,61.0,84.0,CDM CM ,Mill,1000000.0,3000.0,CD,18-24,Semi-Pro
6464,6464,Kim Sung Joon,29,69,69,Sangju Sangmu FC,€1M,€3K,65.0,62.0,65.0,63.0,61.0,67.0,64.0,72.0,81.0,CM ,Mill,1000000.0,3000.0,CM,24-30,Semi-Pro
6462,6462,T. Hoban,23,69,75,Watford,€1.2M,€23K,53.0,56.0,58.0,51.0,34.0,48.0,72.0,54.0,57.0,LB CB ,Mill,1000000.0,23000.0,LB,18-24,Semi-Pro
6584,6584,L. Bénes,19,69,83,Borussia Mönchengladbach,€2.3M,€11K,69.0,49.0,71.0,64.0,62.0,64.0,56.0,64.0,58.0,LM CM CAM ,Mill,2000000.0,11000.0,LM,18-24,Semi-Pro
6444,6444,A. Crawford,25,69,72,Hamilton Academical FC,€1.3M,€5K,72.0,65.0,70.0,71.0,66.0,70.0,68.0,72.0,81.0,CAM LM CM ,Mill,1000000.0,5000.0,CA,24-30,Semi-Pro
6430,6430,E. Rescaro,29,69,69,CD Palestino,€1M,€4K,66.0,69.0,70.0,68.0,67.0,75.0,62.0,70.0,67.0,CAM ,Mill,1000000.0,4000.0,CA,24-30,Semi-Pro
6431,6431,G. Engvall,21,69,80,Djurgårdens IF,€1.8M,€22K,79.0,77.0,68.0,64.0,69.0,72.0,81.0,76.0,75.0,ST ,Mill,1000000.0,22000.0,ST,18-24,Semi-Pro
6432,6432,M. Stefaniak,22,69,77,VfL Wolfsburg,€1.5M,€29K,90.0,41.0,69.0,72.0,61.0,70.0,57.0,83.0,68.0,LM LW ,Mill,1000000.0,29000.0,LM,18-24,Semi-Pro
6433,6433,P. Bijen,22,69,75,FC Twente,€1.2M,€5K,54.0,63.0,57.0,60.0,35.0,50.0,78.0,46.0,62.0,CB ,Mill,1000000.0,5000.0,CB,18-24,Semi-Pro
6437,6437,J. Butterfield,27,69,69,Sheffield Wednesday,€1.1M,€30K,64.0,60.0,73.0,70.0,60.0,67.0,70.0,52.0,81.0,CM ,Mill,1000000.0,30000.0,CM,24-30,Semi-Pro
6439,6439,M. Kone,25,69,74,CD Leganés,€1.4M,€14K,77.0,68.0,70.0,72.0,69.0,77.0,71.0,79.0,64.0,ST ,Mill,1000000.0,14000.0,ST,24-30,Semi-Pro
6440,6440,A. Kamara,24,69,74,BK Häcken,€1.4M,€3K,83.0,81.0,65.0,60.0,70.0,78.0,85.0,82.0,56.0,ST ,Mill,1000000.0,3000.0,ST,18-24,Semi-Pro
6442,6442,D. Gorter,29,69,69,ADO Den Haag,€1M,€8K,67.0,82.0,72.0,68.0,55.0,70.0,63.0,65.0,78.0,CDM CM ,Mill,1000000.0,8000.0,CD,24-30,Semi-Pro
6443,6443,M. Stiepermann,26,69,71,Norwich City,€1.2M,€21K,72.0,61.0,71.0,73.0,65.0,78.0,74.0,73.0,82.0,RM LM CDM CM ,Mill,1000000.0,21000.0,RM,24-30,Semi-Pro
6445,6445,I. Vetokele,25,69,72,Sint-Truidense VV,€1.3M,€9K,82.0,54.0,70.0,67.0,71.0,66.0,66.0,81.0,67.0,LM ST ,Mill,1000000.0,9000.0,LM,24-30,Semi-Pro
6461,6461,Juan Domínguez,27,69,72,CF Reus Deportiu,€1.1M,€5K,63.0,59.0,72.0,68.0,57.0,59.0,69.0,57.0,82.0,CAM CM CDM ,Mill,1000000.0,5000.0,CA,24-30,Semi-Pro
6450,6450,C. Adjapong,19,69,77,Sassuolo,€1.3M,€13K,76.0,61.0,74.0,71.0,51.0,50.0,55.0,69.0,64.0,RM RB ,Mill,1000000.0,13000.0,RM,18-24,Semi-Pro
6452,6452,J. Caicedo,27,69,69,Independiente Medellín,€1.1M,€3K,68.0,43.0,67.0,65.0,67.0,68.0,85.0,72.0,63.0,ST ,Mill,1000000.0,3000.0,ST,24-30,Semi-Pro
6453,6453,C. Keita,20,69,80,Bologna,€1.6M,€12K,80.0,60.0,72.0,71.0,29.0,55.0,42.0,82.0,74.0,LWB LB ,Mill,1000000.0,12000.0,LW,18-24,Semi-Pro
6454,6454,J. Lazare Amani,19,69,81,KAS Eupen,€1.8M,€5K,79.0,68.0,74.0,75.0,56.0,73.0,58.0,77.0,73.0,CM ,Mill,1000000.0,5000.0,CM,18-24,Semi-Pro
6455,6455,F. Sears,27,69,69,Ipswich Town,€1.1M,€14K,86.0,68.0,68.0,69.0,67.0,66.0,63.0,85.0,80.0,RM LM ST ,Mill,1000000.0,14000.0,RM,24-30,Semi-Pro
6456,6456,Nuno Reis,26,69,71,Panathinaikos FC,€1.1M,€1K,65.0,66.0,62.0,60.0,43.0,56.0,67.0,67.0,70.0,CDM CB ,Mill,1000000.0,1000.0,CD,24-30,Semi-Pro
6457,6457,A. Zoubir,25,69,70,RC Lens,€1.2M,€6K,74.0,37.0,75.0,77.0,61.0,60.0,60.0,72.0,72.0,LM RM ,Mill,1000000.0,6000.0,LM,24-30,Semi-Pro
6458,6458,F. Monteseirín,22,69,76,Arsenal de Sarandí,€1.3M,€8K,52.0,59.0,60.0,60.0,23.0,63.0,80.0,56.0,58.0,CB ,Mill,1000000.0,8000.0,CB,18-24,Semi-Pro
6459,6459,E. Kangwa,24,69,74,Arsenal Tula,€1.4M,€14K,91.0,45.0,70.0,73.0,67.0,68.0,65.0,91.0,62.0,LM RM ,Mill,1000000.0,14000.0,LM,18-24,Semi-Pro
6460,6460,N. Nielsen,29,69,69,Lech Poznań,€1.1M,€8K,68.0,86.0,69.0,68.0,67.0,75.0,78.0,69.0,77.0,ST ,Mill,1000000.0,8000.0,ST,24-30,Semi-Pro
6502,6502,S. Lammers,20,69,79,PSV,€1.7M,€8K,68.0,49.0,69.0,64.0,70.0,65.0,75.0,71.0,73.0,ST ,Mill,1000000.0,8000.0,ST,18-24,Semi-Pro
6504,6504,P. Mwene,23,69,75,1. FC Kaiserslautern,€1.2M,€7K,85.0,58.0,64.0,67.0,31.0,45.0,48.0,77.0,91.0,RB ,Mill,1000000.0,7000.0,RB,18-24,Semi-Pro
6505,6505,R. Pich,28,69,69,Śląsk Wrocław,€1.1M,€6K,77.0,33.0,70.0,68.0,69.0,66.0,46.0,83.0,73.0,RM LM ,Mill,1000000.0,6000.0,RM,24-30,Semi-Pro
6563,6563,I. Jebali,25,69,74,IF Elfsborg,€1.4M,€4K,72.0,58.0,70.0,76.0,71.0,72.0,74.0,73.0,69.0,ST ,Mill,1000000.0,4000.0,ST,24-30,Semi-Pro
6547,6547,R. Bennett,27,69,70,Wolverhampton Wanderers,€1M,€26K,42.0,80.0,37.0,19.0,18.0,43.0,80.0,45.0,69.0,CB ,Mill,1000000.0,26000.0,CB,24-30,Semi-Pro
6551,6551,J. Green,22,69,76,SpVgg Greuther Fürth,€1.5M,€13K,78.0,31.0,69.0,75.0,67.0,63.0,49.0,75.0,64.0,ST RM LM ,Mill,1000000.0,13000.0,ST,18-24,Semi-Pro
6552,6552,J. Reina,28,69,69,Deportivo Pasto,€1.1M,€2K,81.0,39.0,67.0,69.0,59.0,68.0,56.0,82.0,55.0,CAM ,Mill,1000000.0,2000.0,CA,24-30,Semi-Pro
6553,6553,A. Weimann,25,69,69,Derby County,€1.1M,€29K,82.0,76.0,70.0,73.0,68.0,78.0,63.0,82.0,78.0,ST RM LM ,Mill,1000000.0,29000.0,ST,24-30,Semi-Pro
6556,6556,N. Milesi,24,69,74,Al Hilal,€1.2M,€17K,66.0,61.0,70.0,61.0,65.0,72.0,75.0,63.0,76.0,CB CDM ,Mill,1000000.0,17000.0,CB,18-24,Semi-Pro
6557,6557,Éder,30,69,69,Jeonbuk Hyundai Motors,€1M,€7K,80.0,44.0,70.0,72.0,65.0,61.0,63.0,82.0,68.0,RW RM ,Mill,1000000.0,7000.0,RW,24-30,Semi-Pro
6559,6559,Pol Llonch,24,69,76,Wisła Kraków,€1.3M,€4K,76.0,88.0,64.0,62.0,43.0,66.0,67.0,78.0,86.0,CDM ,Mill,1000000.0,4000.0,CD,18-24,Semi-Pro
6560,6560,E. Bennett,28,69,69,Blackburn Rovers,€1.1M,€9K,80.0,56.0,67.0,68.0,60.0,72.0,67.0,79.0,77.0,CAM RM LM ,Mill,1000000.0,9000.0,CA,24-30,Semi-Pro
6561,6561,T. Qalinge,25,69,70,Orlando Pirates,€1.2M,€1K,80.0,32.0,70.0,75.0,62.0,52.0,49.0,78.0,64.0,LW RW LM RM ,Mill,1000000.0,1000.0,LW,24-30,Semi-Pro
6562,6562,E. Reynoso,21,69,79,Talleres de Cordoba,€1.7M,€7K,70.0,71.0,65.0,76.0,48.0,61.0,41.0,60.0,66.0,CM CAM ,Mill,1000000.0,7000.0,CM,18-24,Semi-Pro
6564,6564,S. Lowry,28,69,71,Perth Glory,€1M,€6K,60.0,91.0,59.0,61.0,36.0,51.0,83.0,65.0,63.0,LB CB ,Mill,1000000.0,6000.0,LB,24-30,Semi-Pro
6507,6507,E. Marcondes,22,69,80,FC Nordsjælland,€1.8M,€9K,76.0,54.0,70.0,73.0,68.0,66.0,56.0,77.0,76.0,CAM LW CF ,Mill,1000000.0,9000.0,CA,18-24,Semi-Pro
6567,6567,M. Fossati,24,69,73,Hellas Verona,€1.3M,€14K,67.0,68.0,74.0,66.0,56.0,70.0,62.0,69.0,75.0,CM ,Mill,1000000.0,14000.0,CM,18-24,Semi-Pro
6569,6569,M. Cassierra,20,69,78,Ajax,€1.7M,€7K,68.0,38.0,65.0,67.0,71.0,67.0,70.0,74.0,69.0,ST ,Mill,1000000.0,7000.0,ST,18-24,Semi-Pro
6574,6574,Xavier,24,69,71,FC Paços de Ferreira,€1.3M,€7K,80.0,39.0,71.0,73.0,58.0,68.0,63.0,81.0,63.0,RW LW ,Mill,1000000.0,7000.0,RW,18-24,Semi-Pro
6575,6575,Brian Oliván,23,69,78,Cádiz C.F.,€1.4M,€5K,68.0,78.0,71.0,70.0,55.0,63.0,60.0,75.0,88.0,LB ,Mill,1000000.0,5000.0,LB,18-24,Semi-Pro
6576,6576,V. Angban,20,69,79,Waasland-Beveren,€1.5M,€6K,62.0,80.0,70.0,61.0,46.0,58.0,72.0,62.0,56.0,CM CDM ,Mill,1000000.0,6000.0,CM,18-24,Semi-Pro
6577,6577,Edu Expósito,20,69,78,RC Deportivo de La Coruña,€1.6M,€10K,66.0,58.0,69.0,71.0,67.0,74.0,41.0,48.0,51.0,CM CAM ,Mill,1000000.0,10000.0,CM,18-24,Semi-Pro
6579,6579,T. Dierckx,22,69,75,Waasland-Beveren,€1.4M,€7K,85.0,54.0,68.0,73.0,68.0,71.0,61.0,81.0,70.0,LM RM ,Mill,1000000.0,7000.0,LM,18-24,Semi-Pro
6581,6581,A. Lang,24,69,74,Dijon FCO,€1.2M,€9K,57.0,65.0,59.0,32.0,36.0,52.0,69.0,65.0,56.0,RB CB ,Mill,1000000.0,9000.0,RB,18-24,Semi-Pro
6582,6582,A. Karabulut,29,69,69,Antalyaspor,€1M,€12K,75.0,65.0,69.0,76.0,55.0,71.0,65.0,75.0,69.0,LM ,Mill,1000000.0,12000.0,LM,24-30,Semi-Pro
6583,6583,F. Bachirou,27,69,70,Östersunds FK,€1.2M,€4K,75.0,84.0,71.0,68.0,38.0,42.0,56.0,68.0,90.0,CDM CM ,Mill,1000000.0,4000.0,CD,24-30,Semi-Pro
6546,6546,K. Watanabe,30,69,69,Vissel Kobe,€1M,€5K,58.0,29.0,71.0,73.0,74.0,70.0,78.0,55.0,83.0,ST LM ,Mill,1000000.0,5000.0,ST,24-30,Semi-Pro
6545,6545,Wallace Oliveira,23,69,78,Chelsea,€1.4M,€40K,76.0,75.0,72.0,71.0,59.0,75.0,67.0,75.0,76.0,RB ,Mill,1000000.0,40000.0,RB,18-24,Semi-Pro
6544,6544,C. Schneuwly,29,69,69,FC Luzern,€1M,€8K,66.0,45.0,68.0,66.0,67.0,68.0,63.0,73.0,72.0,RB CDM RM ,Mill,1000000.0,8000.0,RB,24-30,Semi-Pro
6543,6543,Fran Beltrán,18,69,79,Rayo Vallecano,€1.3M,€4K,73.0,65.0,66.0,61.0,47.0,61.0,56.0,68.0,68.0,LM CM CDM ,Mill,1000000.0,4000.0,LM,Younger than 18,Semi-Pro
6509,6509,F. Grondoña,29,69,69,Club de Deportes Temuco,€1M,€3K,67.0,74.0,73.0,65.0,56.0,72.0,67.0,74.0,67.0,RM LM ,Mill,1000000.0,3000.0,RM,24-30,Semi-Pro
6513,6513,H. Hermannsson,22,69,76,Brøndby IF,€1.3M,€10K,60.0,61.0,63.0,51.0,17.0,32.0,76.0,54.0,68.0,CB ,Mill,1000000.0,10000.0,CB,18-24,Semi-Pro
6515,6515,C. Cuevas,22,69,75,FC Twente,€1.2M,€5K,79.0,79.0,65.0,70.0,56.0,61.0,51.0,83.0,72.0,LM LB ,Mill,1000000.0,5000.0,LM,18-24,Semi-Pro
6517,6517,P. Mlapa,26,69,72,SG Dynamo Dresden,€1.3M,€10K,71.0,78.0,57.0,65.0,69.0,75.0,86.0,82.0,65.0,ST ,Mill,1000000.0,10000.0,ST,24-30,Semi-Pro
6518,6518,Nuno Rocha,25,69,73,FC Tosno,€1.4M,€13K,69.0,67.0,71.0,67.0,56.0,63.0,56.0,67.0,75.0,ST CAM ,Mill,1000000.0,13000.0,ST,24-30,Semi-Pro
6519,6519,B. Laguna,25,69,69,CD O'Higgins,€1.1M,€5K,65.0,48.0,70.0,68.0,65.0,63.0,50.0,55.0,53.0,CAM ,Mill,1000000.0,5000.0,CA,24-30,Semi-Pro
6521,6521,V. Luchkevych,21,69,77,Standard de Liège,€1.6M,€8K,79.0,37.0,68.0,67.0,59.0,60.0,46.0,77.0,63.0,RB RM ,Mill,1000000.0,8000.0,RB,18-24,Semi-Pro
6522,6522,R. Zagareda,25,69,69,CD Palestino,€1.1M,€3K,60.0,52.0,70.0,69.0,68.0,52.0,74.0,62.0,60.0,LM CAM ,Mill,1000000.0,3000.0,LM,24-30,Semi-Pro
6523,6523,Ronaldo Vieira,18,69,83,Leeds United,€2M,€10K,77.0,71.0,70.0,68.0,53.0,63.0,72.0,79.0,76.0,CM CDM ,Mill,2000000.0,10000.0,CM,Younger than 18,Semi-Pro
6525,6525,S. Eriksson,28,69,69,IFK Göteborg,€1M,€5K,69.0,87.0,68.0,62.0,46.0,54.0,70.0,65.0,85.0,LB CM ,Mill,1000000.0,5000.0,LB,24-30,Semi-Pro
6528,6528,Guille Donoso,21,69,77,CD Lugo,€1.6M,€5K,76.0,38.0,67.0,72.0,60.0,44.0,58.0,81.0,59.0,RM ,Mill,1000000.0,5000.0,RM,18-24,Semi-Pro
6529,6529,M. Arambarri,21,69,78,Getafe CF,€1.4M,€9K,54.0,70.0,72.0,69.0,44.0,57.0,65.0,59.0,66.0,CM CDM ,Mill,1000000.0,9000.0,CM,18-24,Semi-Pro
6530,6530,M. Trotta,24,69,73,Crotone,€1.4M,€26K,68.0,51.0,64.0,59.0,71.0,67.0,76.0,68.0,68.0,ST ,Mill,1000000.0,26000.0,ST,18-24,Semi-Pro
6532,6532,C. Zimmermann,24,69,74,Norwich City,€1.2M,€16K,63.0,75.0,48.0,40.0,25.0,50.0,83.0,54.0,84.0,CB ,Mill,1000000.0,16000.0,CB,18-24,Semi-Pro
6533,6533,Y. Murillo,24,69,72,CPD Junior Barranquilla,€1.1M,€2K,76.0,65.0,60.0,58.0,22.0,58.0,75.0,77.0,81.0,LB ,Mill,1000000.0,2000.0,LB,18-24,Semi-Pro
6535,6535,Olavide,21,69,82,Sevilla Atlético,€2M,€5K,61.0,55.0,74.0,72.0,66.0,50.0,60.0,62.0,71.0,CAM CM RM ,Mill,2000000.0,5000.0,CA,18-24,Semi-Pro
6536,6536,F. Brorsson,21,69,76,Malmö FF,€1.3M,€3K,55.0,82.0,56.0,53.0,20.0,47.0,80.0,74.0,51.0,CB ,Mill,1000000.0,3000.0,CB,18-24,Semi-Pro
6537,6537,Jonathan Pereira,30,69,69,AD Alcorcón,€1M,€8K,82.0,59.0,70.0,73.0,74.0,58.0,36.0,80.0,51.0,CAM LM ST ,Mill,1000000.0,8000.0,CA,24-30,Semi-Pro
6539,6539,Felipe Macedo,23,69,75,Portimonense SC,€1.2M,€5K,62.0,76.0,45.0,38.0,26.0,49.0,77.0,54.0,60.0,CB ,Mill,1000000.0,5000.0,CB,18-24,Semi-Pro
6540,6540,J. Aguirre,30,69,69,CPD Junior Barranquilla,€1M,€3K,74.0,42.0,68.0,69.0,62.0,65.0,67.0,83.0,72.0,CAM ,Mill,1000000.0,3000.0,CA,24-30,Semi-Pro
6542,6542,J. Andersen,21,69,76,Sampdoria,€1.3M,€14K,67.0,58.0,57.0,45.0,46.0,47.0,85.0,68.0,61.0,CB ,Mill,1000000.0,14000.0,CB,18-24,Semi-Pro
6427,6427,G. Plet,29,69,69,Alanyaspor,€1.1M,€10K,49.0,55.0,69.0,64.0,70.0,70.0,79.0,61.0,66.0,ST ,Mill,1000000.0,10000.0,ST,24-30,Semi-Pro
6429,6429,S. Fortès,25,69,72,Toulouse FC,€1.1M,€14K,47.0,61.0,56.0,30.0,41.0,34.0,86.0,47.0,66.0,CB ,Mill,1000000.0,14000.0,CB,24-30,Semi-Pro
6632,6632,N. Dicko,25,69,72,Hull City,€1.3M,€8K,90.0,52.0,70.0,71.0,66.0,75.0,77.0,90.0,69.0,ST ,Mill,1000000.0,8000.0,ST,24-30,Semi-Pro
6423,6423,S. Mustivar,27,69,70,Sporting Kansas City,€1M,€5K,62.0,72.0,69.0,65.0,29.0,55.0,69.0,59.0,70.0,CM CDM ,Mill,1000000.0,5000.0,CM,24-30,Semi-Pro
6142,6142,M. Curado,22,69,75,Arsenal de Sarandí,€1.2M,€5K,55.0,71.0,46.0,29.0,27.0,61.0,80.0,59.0,63.0,CB ,Mill,1000000.0,5000.0,CB,18-24,Semi-Pro
5980,5980,B. Martella,24,69,71,Crotone,€1.1M,€6K,76.0,62.0,68.0,67.0,50.0,65.0,67.0,76.0,86.0,LM LB ,Mill,1000000.0,6000.0,LM,18-24,Semi-Pro
5982,5982,R. James,23,69,75,Wigan Athletic,€1.2M,€7K,77.0,39.0,67.0,65.0,41.0,66.0,60.0,79.0,78.0,LB LWB ,Mill,1000000.0,7000.0,LB,18-24,Semi-Pro
5985,5985,R. Acquafresca,29,69,69,FC Sion,€1.1M,€14K,70.0,46.0,72.0,64.0,72.0,70.0,73.0,68.0,56.0,ST ,Mill,1000000.0,14000.0,ST,24-30,Semi-Pro
5988,5988,Rafael Silva,25,69,71,Urawa Red Diamonds,€1.3M,€8K,79.0,48.0,74.0,73.0,74.0,66.0,70.0,81.0,65.0,LW ST ,Mill,1000000.0,8000.0,LW,24-30,Semi-Pro
5994,5994,Anderson Lopes,23,69,74,Sanfrecce Hiroshima,€1.4M,€8K,85.0,65.0,69.0,70.0,69.0,76.0,78.0,86.0,75.0,CAM RM RW ST ,Mill,1000000.0,8000.0,CA,18-24,Semi-Pro
5995,5995,A. Trajkovski,24,69,74,Palermo,€1.4M,€3K,74.0,39.0,72.0,71.0,69.0,71.0,62.0,70.0,61.0,CF ST ,Mill,1000000.0,3000.0,CF,18-24,Semi-Pro
5997,5997,M. Bravo,30,69,69,Tiburones Rojos de Veracruz,€1M,€6K,73.0,59.0,66.0,72.0,65.0,72.0,67.0,76.0,74.0,RW LW ST ,Mill,1000000.0,6000.0,RW,24-30,Semi-Pro
5999,5999,D. Arslanagic,24,69,73,Royal Antwerp FC,€1.2M,€7K,48.0,70.0,61.0,30.0,24.0,63.0,82.0,46.0,64.0,CB ,Mill,1000000.0,7000.0,CB,18-24,Semi-Pro
6000,6000,Lee Seung Woo,19,69,78,Hellas Verona,€1.6M,€10K,65.0,34.0,76.0,73.0,71.0,69.0,50.0,68.0,57.0,CAM ST LW ,Mill,1000000.0,10000.0,CA,18-24,Semi-Pro
6001,6001,E. Ocansey,19,69,81,KAS Eupen,€1.8M,€5K,83.0,52.0,73.0,76.0,53.0,77.0,47.0,81.0,71.0,LM RM ,Mill,1000000.0,5000.0,LM,18-24,Semi-Pro
6003,6003,C. Hérelle,24,69,75,ES Troyes AC,€1.2M,€11K,68.0,65.0,53.0,46.0,37.0,50.0,63.0,57.0,70.0,RB CB ,Mill,1000000.0,11000.0,RB,18-24,Semi-Pro
6004,6004,S. Stangl,25,69,73,FC Red Bull Salzburg,€1.1M,€16K,75.0,63.0,67.0,64.0,48.0,65.0,68.0,79.0,69.0,CB LB ,Mill,1000000.0,16000.0,CB,24-30,Semi-Pro
6005,6005,F. Haugen,25,69,74,SK Brann,€1.4M,€4K,78.0,53.0,70.0,64.0,65.0,74.0,66.0,75.0,79.0,CM ,Mill,1000000.0,4000.0,CM,24-30,Semi-Pro
6006,6006,Wagner,30,69,69,Tondela,€1M,€5K,82.0,67.0,67.0,69.0,64.0,65.0,58.0,82.0,67.0,RW LW ,Mill,1000000.0,5000.0,RW,24-30,Semi-Pro
6007,6007,G. Carabajal,25,69,72,San Martín de San Juan,€1.3M,€8K,68.0,40.0,66.0,75.0,62.0,63.0,67.0,72.0,67.0,RM LM ,Mill,1000000.0,8000.0,RM,24-30,Semi-Pro
6009,6009,J. Knudsen,24,69,74,Ipswich Town,€1.2M,€10K,78.0,66.0,65.0,63.0,25.0,70.0,67.0,77.0,83.0,LB ,Mill,1000000.0,10000.0,LB,18-24,Semi-Pro
6013,6013,A. Cerri,21,69,81,Perugia,€1.9M,€41K,55.0,38.0,74.0,66.0,71.0,73.0,92.0,65.0,70.0,ST ,Mill,1000000.0,41000.0,ST,18-24,Semi-Pro
6014,6014,J. Ávila,25,69,75,CPD Junior Barranquilla,€1.2M,€3K,33.0,72.0,56.0,27.0,19.0,57.0,92.0,33.0,52.0,CDM CB ,Mill,1000000.0,3000.0,CD,24-30,Semi-Pro
6016,6016,R. Aliendro,26,69,70,Atlético Tucumán,€1.2M,€7K,80.0,64.0,68.0,72.0,67.0,66.0,63.0,79.0,78.0,CM RM ,Mill,1000000.0,7000.0,CM,24-30,Semi-Pro
6017,6017,C. Erbes,27,69,70,Chacarita Juniors,€1M,€7K,69.0,74.0,70.0,66.0,44.0,68.0,60.0,66.0,65.0,CM RM CDM ,Mill,1000000.0,7000.0,CM,24-30,Semi-Pro
